swissValorNumber,companyLongName,ISIN_BC,LEI,ESGClassification,ESGFactorAVG
1112305,DWS Deutsche Global Liquidity Series PLC - Deutsche Managed Sterling Fund,IE0008720272_3313,549300WQD3ZWEIUC0561,Greenhouse gas emissions,32446.05
1112305,DWS Deutsche Global Liquidity Series PLC - Deutsche Managed Sterling Fund,IE0008720272_3313,549300WQD3ZWEIUC0561,Biodiversity,0.6
1112305,DWS Deutsche Global Liquidity Series PLC - Deutsche Managed Sterling Fund,IE0008720272_3313,549300WQD3ZWEIUC0561,Water,0.32
1112305,DWS Deutsche Global Liquidity Series PLC - Deutsche Managed Sterling Fund,IE0008720272_3313,549300WQD3ZWEIUC0561,Waste,0.34
1112305,DWS Deutsche Global Liquidity Series PLC - Deutsche Managed Sterling Fund,IE0008720272_3313,549300WQD3ZWEIUC0561,Social and employee matters,0.62
1112305,DWS Deutsche Global Liquidity Series PLC - Deutsche Managed Sterling Fund,IE0008720272_3313,549300WQD3ZWEIUC0561,Environmental,51.97
1112305,DWS Deutsche Global Liquidity Series PLC - Deutsche Managed Sterling Fund,IE0008720272_3313,549300WQD3ZWEIUC0561,Social,0.03
1124226,Natixis International Funds (Dublin) I PLC - Loomis Sayles Global Opportunistic Bond Fund,IE0009240692_3231,GRN8DO5Q28D6Y7RN0D20,Main criterias used for a first screening of ESG related products,4.0
1124226,Natixis International Funds (Dublin) I PLC - Loomis Sayles Global Opportunistic Bond Fund,IE0009240692_3231,GRN8DO5Q28D6Y7RN0D20,AMF Doctrine,3.0
57074,Amundi Obbligazionario Italia Breve Termine,IT0000388204_282,213800118YQ66OGIEA36,Main criterias used for a first screening of ESG related products,4.06
61831,BNL Azioni Italia,IT0000382561_354,21380074NAI13I8SJA75,Main criterias used for a first screening of ESG related products,2.0
61831,BNL Azioni Italia,IT0000382561_354,21380074NAI13I8SJA75,Greenhouse gas emissions,284.47
61831,BNL Azioni Italia,IT0000382561_354,21380074NAI13I8SJA75,Biodiversity,0.62
61831,BNL Azioni Italia,IT0000382561_354,21380074NAI13I8SJA75,Social and employee matters,0.65
61831,BNL Azioni Italia,IT0000382561_354,21380074NAI13I8SJA75,Energy efficiency,0.85
62192,BNL Azioni America,IT0000388808_354,2138005ZYUSBAJLICK28,Main criterias used for a first screening of ESG related products,2.67
62192,BNL Azioni America,IT0000388808_354,2138005ZYUSBAJLICK28,Scoping according to SFDR annex template,0.25
62192,BNL Azioni America,IT0000388808_354,2138005ZYUSBAJLICK28,Greenhouse gas emissions,11.09
62192,BNL Azioni America,IT0000388808_354,2138005ZYUSBAJLICK28,Biodiversity,0.66
62192,BNL Azioni America,IT0000388808_354,2138005ZYUSBAJLICK28,Social and employee matters,0.69
62192,BNL Azioni America,IT0000388808_354,2138005ZYUSBAJLICK28,Energy efficiency,0.81
62192,BNL Azioni America,IT0000388808_354,2138005ZYUSBAJLICK28,AMF Doctrine,2.0
62195,BNL Obbligazioni Emergenti,IT0000388840_282,213800IMZR2M2RLGYX97,Main criterias used for a first screening of ESG related products,2.67
62195,BNL Obbligazioni Emergenti,IT0000388840_282,213800IMZR2M2RLGYX97,Scoping according to SFDR annex template,0.01
62195,BNL Obbligazioni Emergenti,IT0000388840_282,213800IMZR2M2RLGYX97,Greenhouse gas emissions,0.17
62195,BNL Obbligazioni Emergenti,IT0000388840_282,213800IMZR2M2RLGYX97,Social and employee matters,0.1
62195,BNL Obbligazioni Emergenti,IT0000388840_282,213800IMZR2M2RLGYX97,Environmental,295.72
62195,BNL Obbligazioni Emergenti,IT0000388840_282,213800IMZR2M2RLGYX97,Social,0.78
591136,Amundi Obbligazionario Breve Termine,IT0001250205_282,529900DT4NGJ6I181187,Main criterias used for a first screening of ESG related products,2.69
591136,Amundi Obbligazionario Breve Termine,IT0001250205_282,529900DT4NGJ6I181187,Scoping according to SFDR annex template,0.05
591136,Amundi Obbligazionario Breve Termine,IT0001250205_282,529900DT4NGJ6I181187,Greenhouse gas emissions,123.52
591136,Amundi Obbligazionario Breve Termine,IT0001250205_282,529900DT4NGJ6I181187,Biodiversity,0.22
591136,Amundi Obbligazionario Breve Termine,IT0001250205_282,529900DT4NGJ6I181187,Water,0.14
591136,Amundi Obbligazionario Breve Termine,IT0001250205_282,529900DT4NGJ6I181187,Waste,0.29
591136,Amundi Obbligazionario Breve Termine,IT0001250205_282,529900DT4NGJ6I181187,Social and employee matters,0.44
591136,Amundi Obbligazionario Breve Termine,IT0001250205_282,529900DT4NGJ6I181187,Energy efficiency,0.2
591136,Amundi Obbligazionario Breve Termine,IT0001250205_282,529900DT4NGJ6I181187,Environmental,90.43
591136,Amundi Obbligazionario Breve Termine,IT0001250205_282,529900DT4NGJ6I181187,Social,8.94
634844,Eurizon Soluzione ESG 10,IT0001080404_282,549300I1J4Z6EA60RD18,Main criterias used for a first screening of ESG related products,4.35
634844,Eurizon Soluzione ESG 10,IT0001080404_282,549300I1J4Z6EA60RD18,Greenhouse gas emissions,13.62
634844,Eurizon Soluzione ESG 10,IT0001080404_282,549300I1J4Z6EA60RD18,Biodiversity,0.19
634844,Eurizon Soluzione ESG 10,IT0001080404_282,549300I1J4Z6EA60RD18,Social and employee matters,0.09
634844,Eurizon Soluzione ESG 10,IT0001080404_282,549300I1J4Z6EA60RD18,Environmental,75.94
634844,Eurizon Soluzione ESG 10,IT0001080404_282,549300I1J4Z6EA60RD18,Social,0.71
656149,Amundi Obbligazionario Paesi Emergenti a distribuzione,IT0001318739_282,213800LR38TEJM31WS54,Main criterias used for a first screening of ESG related products,4.08
1004829,BNL Obbligazioni Globali,IT0001374245_354,213800DW2Y7648ITT940,Main criterias used for a first screening of ESG related products,2.67
1004829,BNL Obbligazioni Globali,IT0001374245_354,213800DW2Y7648ITT940,Scoping according to SFDR annex template,0.2
1004829,BNL Obbligazioni Globali,IT0001374245_354,213800DW2Y7648ITT940,Greenhouse gas emissions,0.3
1004829,BNL Obbligazioni Globali,IT0001374245_354,213800DW2Y7648ITT940,Biodiversity,0.38
1004829,BNL Obbligazioni Globali,IT0001374245_354,213800DW2Y7648ITT940,Social and employee matters,0.32
1004829,BNL Obbligazioni Globali,IT0001374245_354,213800DW2Y7648ITT940,Environmental,39.48
1004829,BNL Obbligazioni Globali,IT0001374245_354,213800DW2Y7648ITT940,Social,0.31
1004829,BNL Obbligazioni Globali,IT0001374245_354,213800DW2Y7648ITT940,AMF Doctrine,2.0
1004879,BNL Azioni Emergenti,IT0001374302_354,213800XCNNVUUCFTZO81,Main criterias used for a first screening of ESG related products,2.67
1004879,BNL Azioni Emergenti,IT0001374302_354,213800XCNNVUUCFTZO81,Scoping according to SFDR annex template,0.2
1004879,BNL Azioni Emergenti,IT0001374302_354,213800XCNNVUUCFTZO81,Greenhouse gas emissions,28.11
1004879,BNL Azioni Emergenti,IT0001374302_354,213800XCNNVUUCFTZO81,Biodiversity,0.64
1004879,BNL Azioni Emergenti,IT0001374302_354,213800XCNNVUUCFTZO81,Social and employee matters,0.66
1004879,BNL Azioni Emergenti,IT0001374302_354,213800XCNNVUUCFTZO81,Energy efficiency,0.91
1004879,BNL Azioni Emergenti,IT0001374302_354,213800XCNNVUUCFTZO81,AMF Doctrine,2.0
1100574,BNL Azioni Europa Dividendo,IT0001468047_282,2138004NTXO72SWNK997,Main criterias used for a first screening of ESG related products,2.67
1100574,BNL Azioni Europa Dividendo,IT0001468047_282,2138004NTXO72SWNK997,Scoping according to SFDR annex template,0.4
1100574,BNL Azioni Europa Dividendo,IT0001468047_282,2138004NTXO72SWNK997,Greenhouse gas emissions,77.61
1100574,BNL Azioni Europa Dividendo,IT0001468047_282,2138004NTXO72SWNK997,Biodiversity,0.7
1100574,BNL Azioni Europa Dividendo,IT0001468047_282,2138004NTXO72SWNK997,Social and employee matters,0.69
1100574,BNL Azioni Europa Dividendo,IT0001468047_282,2138004NTXO72SWNK997,Energy efficiency,0.73
1100574,BNL Azioni Europa Dividendo,IT0001468047_282,2138004NTXO72SWNK997,AMF Doctrine,1.0
1245934,Amundi Obbligazionario Breve Termine,IT0001250239_282,529900DT4NGJ6I181187,Main criterias used for a first screening of ESG related products,2.69
1245934,Amundi Obbligazionario Breve Termine,IT0001250239_282,529900DT4NGJ6I181187,Scoping according to SFDR annex template,0.05
1245934,Amundi Obbligazionario Breve Termine,IT0001250239_282,529900DT4NGJ6I181187,Greenhouse gas emissions,123.52
1245934,Amundi Obbligazionario Breve Termine,IT0001250239_282,529900DT4NGJ6I181187,Biodiversity,0.22
1245934,Amundi Obbligazionario Breve Termine,IT0001250239_282,529900DT4NGJ6I181187,Water,0.14
1245934,Amundi Obbligazionario Breve Termine,IT0001250239_282,529900DT4NGJ6I181187,Waste,0.29
1245934,Amundi Obbligazionario Breve Termine,IT0001250239_282,529900DT4NGJ6I181187,Social and employee matters,0.44
1245934,Amundi Obbligazionario Breve Termine,IT0001250239_282,529900DT4NGJ6I181187,Energy efficiency,0.2
1245934,Amundi Obbligazionario Breve Termine,IT0001250239_282,529900DT4NGJ6I181187,Environmental,90.43
1245934,Amundi Obbligazionario Breve Termine,IT0001250239_282,529900DT4NGJ6I181187,Social,8.94
3259378,BNL Flessibile Globale,IT0004240542_282,213800HEK474XBJJWU24,Main criterias used for a first screening of ESG related products,2.67
3259378,BNL Flessibile Globale,IT0004240542_282,213800HEK474XBJJWU24,Scoping according to SFDR annex template,0.3
3259378,BNL Flessibile Globale,IT0004240542_282,213800HEK474XBJJWU24,Greenhouse gas emissions,195.7
3259378,BNL Flessibile Globale,IT0004240542_282,213800HEK474XBJJWU24,Biodiversity,0.52
3259378,BNL Flessibile Globale,IT0004240542_282,213800HEK474XBJJWU24,Social and employee matters,0.54
3259378,BNL Flessibile Globale,IT0004240542_282,213800HEK474XBJJWU24,Energy efficiency,0.7
3259378,BNL Flessibile Globale,IT0004240542_282,213800HEK474XBJJWU24,Environmental,18.88
3259378,BNL Flessibile Globale,IT0004240542_282,213800HEK474XBJJWU24,Social,0.21
3318321,Amundi Impegno Italia,IT0004253800_282,529900LXP1DJMGIEOO27,Main criterias used for a first screening of ESG related products,2.67
3318321,Amundi Impegno Italia,IT0004253800_282,529900LXP1DJMGIEOO27,Scoping according to SFDR annex template,0.2
3318321,Amundi Impegno Italia,IT0004253800_282,529900LXP1DJMGIEOO27,Greenhouse gas emissions,1121.4
3318321,Amundi Impegno Italia,IT0004253800_282,529900LXP1DJMGIEOO27,Biodiversity,0.63
3318321,Amundi Impegno Italia,IT0004253800_282,529900LXP1DJMGIEOO27,Water,0.36
3318321,Amundi Impegno Italia,IT0004253800_282,529900LXP1DJMGIEOO27,Waste,1.16
3318321,Amundi Impegno Italia,IT0004253800_282,529900LXP1DJMGIEOO27,Social and employee matters,2.1
3318321,Amundi Impegno Italia,IT0004253800_282,529900LXP1DJMGIEOO27,Energy efficiency,0.46
3318321,Amundi Impegno Italia,IT0004253800_282,529900LXP1DJMGIEOO27,Social,0.16
3318386,Amundi Impegno Italia,IT0004253826_282,529900LXP1DJMGIEOO27,Main criterias used for a first screening of ESG related products,2.67
3318386,Amundi Impegno Italia,IT0004253826_282,529900LXP1DJMGIEOO27,Scoping according to SFDR annex template,0.2
3318386,Amundi Impegno Italia,IT0004253826_282,529900LXP1DJMGIEOO27,Greenhouse gas emissions,1121.4
3318386,Amundi Impegno Italia,IT0004253826_282,529900LXP1DJMGIEOO27,Biodiversity,0.63
3318386,Amundi Impegno Italia,IT0004253826_282,529900LXP1DJMGIEOO27,Water,0.36
3318386,Amundi Impegno Italia,IT0004253826_282,529900LXP1DJMGIEOO27,Waste,1.16
3318386,Amundi Impegno Italia,IT0004253826_282,529900LXP1DJMGIEOO27,Social and employee matters,2.1
3318386,Amundi Impegno Italia,IT0004253826_282,529900LXP1DJMGIEOO27,Energy efficiency,0.46
3318386,Amundi Impegno Italia,IT0004253826_282,529900LXP1DJMGIEOO27,Social,0.16
14964769,Amundi Obbligazionario Sistema Italia a distribuzione,IT0004791759_282,2138003YY61C5RHQL809,Main criterias used for a first screening of ESG related products,4.06
14964769,Amundi Obbligazionario Sistema Italia a distribuzione,IT0004791759_282,2138003YY61C5RHQL809,Scoping according to SFDR annex template,0.1
18566337,Amundi Obbligazionario Globale High Yield a distribuzione,IT0004812449_282,7C8QGFXMP2SL70DXF590,Main criterias used for a first screening of ESG related products,2.67
18566337,Amundi Obbligazionario Globale High Yield a distribuzione,IT0004812449_282,7C8QGFXMP2SL70DXF590,Scoping according to SFDR annex template,0.05
18566337,Amundi Obbligazionario Globale High Yield a distribuzione,IT0004812449_282,7C8QGFXMP2SL70DXF590,Greenhouse gas emissions,951.12
18566337,Amundi Obbligazionario Globale High Yield a distribuzione,IT0004812449_282,7C8QGFXMP2SL70DXF590,Biodiversity,0.49
18566337,Amundi Obbligazionario Globale High Yield a distribuzione,IT0004812449_282,7C8QGFXMP2SL70DXF590,Water,0.31
18566337,Amundi Obbligazionario Globale High Yield a distribuzione,IT0004812449_282,7C8QGFXMP2SL70DXF590,Waste,1.85
18566337,Amundi Obbligazionario Globale High Yield a distribuzione,IT0004812449_282,7C8QGFXMP2SL70DXF590,Social and employee matters,0.58
18566337,Amundi Obbligazionario Globale High Yield a distribuzione,IT0004812449_282,7C8QGFXMP2SL70DXF590,Energy efficiency,0.37
18566337,Amundi Obbligazionario Globale High Yield a distribuzione,IT0004812449_282,7C8QGFXMP2SL70DXF590,Environmental,402.3
18566337,Amundi Obbligazionario Globale High Yield a distribuzione,IT0004812449_282,7C8QGFXMP2SL70DXF590,Social,8.0
18566525,Amundi Obbligazionario Globale High Yield a distribuzione,IT0004812464_282,7C8QGFXMP2SL70DXF590,Main criterias used for a first screening of ESG related products,2.67
18566525,Amundi Obbligazionario Globale High Yield a distribuzione,IT0004812464_282,7C8QGFXMP2SL70DXF590,Scoping according to SFDR annex template,0.05
18566525,Amundi Obbligazionario Globale High Yield a distribuzione,IT0004812464_282,7C8QGFXMP2SL70DXF590,Greenhouse gas emissions,951.12
18566525,Amundi Obbligazionario Globale High Yield a distribuzione,IT0004812464_282,7C8QGFXMP2SL70DXF590,Biodiversity,0.49
18566525,Amundi Obbligazionario Globale High Yield a distribuzione,IT0004812464_282,7C8QGFXMP2SL70DXF590,Water,0.31
18566525,Amundi Obbligazionario Globale High Yield a distribuzione,IT0004812464_282,7C8QGFXMP2SL70DXF590,Waste,1.85
18566525,Amundi Obbligazionario Globale High Yield a distribuzione,IT0004812464_282,7C8QGFXMP2SL70DXF590,Social and employee matters,0.58
18566525,Amundi Obbligazionario Globale High Yield a distribuzione,IT0004812464_282,7C8QGFXMP2SL70DXF590,Energy efficiency,0.37
18566525,Amundi Obbligazionario Globale High Yield a distribuzione,IT0004812464_282,7C8QGFXMP2SL70DXF590,Environmental,402.3
18566525,Amundi Obbligazionario Globale High Yield a distribuzione,IT0004812464_282,7C8QGFXMP2SL70DXF590,Social,8.0
18568380,Amundi Obbligazionario Corporate America a distribuzione,IT0004812514_282,8SL3Q62EAEBBTS9GCT20,Main criterias used for a first screening of ESG related products,2.67
18568380,Amundi Obbligazionario Corporate America a distribuzione,IT0004812514_282,8SL3Q62EAEBBTS9GCT20,Scoping according to SFDR annex template,0.05
18568380,Amundi Obbligazionario Corporate America a distribuzione,IT0004812514_282,8SL3Q62EAEBBTS9GCT20,Greenhouse gas emissions,151.69
18568380,Amundi Obbligazionario Corporate America a distribuzione,IT0004812514_282,8SL3Q62EAEBBTS9GCT20,Biodiversity,0.58
18568380,Amundi Obbligazionario Corporate America a distribuzione,IT0004812514_282,8SL3Q62EAEBBTS9GCT20,Water,0.3
18568380,Amundi Obbligazionario Corporate America a distribuzione,IT0004812514_282,8SL3Q62EAEBBTS9GCT20,Waste,0.64
18568380,Amundi Obbligazionario Corporate America a distribuzione,IT0004812514_282,8SL3Q62EAEBBTS9GCT20,Social and employee matters,0.56
18568380,Amundi Obbligazionario Corporate America a distribuzione,IT0004812514_282,8SL3Q62EAEBBTS9GCT20,Energy efficiency,0.36
18568380,Amundi Obbligazionario Corporate America a distribuzione,IT0004812514_282,8SL3Q62EAEBBTS9GCT20,Environmental,121.69
18568380,Amundi Obbligazionario Corporate America a distribuzione,IT0004812514_282,8SL3Q62EAEBBTS9GCT20,Social,9.45
18569466,Amundi Obbligazionario Corporate America a distribuzione,IT0004812530_282,8SL3Q62EAEBBTS9GCT20,Main criterias used for a first screening of ESG related products,2.67
18569466,Amundi Obbligazionario Corporate America a distribuzione,IT0004812530_282,8SL3Q62EAEBBTS9GCT20,Scoping according to SFDR annex template,0.05
18569466,Amundi Obbligazionario Corporate America a distribuzione,IT0004812530_282,8SL3Q62EAEBBTS9GCT20,Greenhouse gas emissions,151.69
18569466,Amundi Obbligazionario Corporate America a distribuzione,IT0004812530_282,8SL3Q62EAEBBTS9GCT20,Biodiversity,0.58
18569466,Amundi Obbligazionario Corporate America a distribuzione,IT0004812530_282,8SL3Q62EAEBBTS9GCT20,Water,0.3
18569466,Amundi Obbligazionario Corporate America a distribuzione,IT0004812530_282,8SL3Q62EAEBBTS9GCT20,Waste,0.64
18569466,Amundi Obbligazionario Corporate America a distribuzione,IT0004812530_282,8SL3Q62EAEBBTS9GCT20,Social and employee matters,0.56
18569466,Amundi Obbligazionario Corporate America a distribuzione,IT0004812530_282,8SL3Q62EAEBBTS9GCT20,Energy efficiency,0.36
18569466,Amundi Obbligazionario Corporate America a distribuzione,IT0004812530_282,8SL3Q62EAEBBTS9GCT20,Environmental,121.69
18569466,Amundi Obbligazionario Corporate America a distribuzione,IT0004812530_282,8SL3Q62EAEBBTS9GCT20,Social,9.45
18573810,Amundi Obbligazionario Italia Breve Termine,IT0004814064_282,213800118YQ66OGIEA36,Main criterias used for a first screening of ESG related products,4.06
18574399,Amundi Obbligazionario Paesi Emergenti a distribuzione,IT0004814510_282,213800LR38TEJM31WS54,Main criterias used for a first screening of ESG related products,4.08
18575261,Amundi Target Controllo,IT0004814643_282,213800BNCSEOWES9N732,Main criterias used for a first screening of ESG related products,4.16
18575261,Amundi Target Controllo,IT0004814643_282,213800BNCSEOWES9N732,Scoping according to SFDR annex template,0.05
18575307,Amundi Obbligazionario Sistema Italia a distribuzione,IT0004814577_282,2138003YY61C5RHQL809,Main criterias used for a first screening of ESG related products,4.06
18575307,Amundi Obbligazionario Sistema Italia a distribuzione,IT0004814577_282,2138003YY61C5RHQL809,Scoping according to SFDR annex template,0.1
25569760,Amundi Obbligazionario Breve Termine,IT0005028680_282,529900DT4NGJ6I181187,Main criterias used for a first screening of ESG related products,2.69
25569760,Amundi Obbligazionario Breve Termine,IT0005028680_282,529900DT4NGJ6I181187,Scoping according to SFDR annex template,0.05
25569760,Amundi Obbligazionario Breve Termine,IT0005028680_282,529900DT4NGJ6I181187,Greenhouse gas emissions,123.52
25569760,Amundi Obbligazionario Breve Termine,IT0005028680_282,529900DT4NGJ6I181187,Biodiversity,0.22
25569760,Amundi Obbligazionario Breve Termine,IT0005028680_282,529900DT4NGJ6I181187,Water,0.14
25569760,Amundi Obbligazionario Breve Termine,IT0005028680_282,529900DT4NGJ6I181187,Waste,0.29
25569760,Amundi Obbligazionario Breve Termine,IT0005028680_282,529900DT4NGJ6I181187,Social and employee matters,0.44
25569760,Amundi Obbligazionario Breve Termine,IT0005028680_282,529900DT4NGJ6I181187,Energy efficiency,0.2
25569760,Amundi Obbligazionario Breve Termine,IT0005028680_282,529900DT4NGJ6I181187,Environmental,90.43
25569760,Amundi Obbligazionario Breve Termine,IT0005028680_282,529900DT4NGJ6I181187,Social,8.94
25570365,Amundi Obbligazionario Breve Termine,IT0005028698_282,529900DT4NGJ6I181187,Main criterias used for a first screening of ESG related products,2.69
25570365,Amundi Obbligazionario Breve Termine,IT0005028698_282,529900DT4NGJ6I181187,Scoping according to SFDR annex template,0.05
25570365,Amundi Obbligazionario Breve Termine,IT0005028698_282,529900DT4NGJ6I181187,Greenhouse gas emissions,123.52
25570365,Amundi Obbligazionario Breve Termine,IT0005028698_282,529900DT4NGJ6I181187,Biodiversity,0.22
25570365,Amundi Obbligazionario Breve Termine,IT0005028698_282,529900DT4NGJ6I181187,Water,0.14
25570365,Amundi Obbligazionario Breve Termine,IT0005028698_282,529900DT4NGJ6I181187,Waste,0.29
25570365,Amundi Obbligazionario Breve Termine,IT0005028698_282,529900DT4NGJ6I181187,Social and employee matters,0.44
25570365,Amundi Obbligazionario Breve Termine,IT0005028698_282,529900DT4NGJ6I181187,Energy efficiency,0.2
25570365,Amundi Obbligazionario Breve Termine,IT0005028698_282,529900DT4NGJ6I181187,Environmental,90.43
25570365,Amundi Obbligazionario Breve Termine,IT0005028698_282,529900DT4NGJ6I181187,Social,8.94
30171614,Amundi ESG Selection Bilanciato,IT0005125049_282,549300BQED3741K4T975,Main criterias used for a first screening of ESG related products,2.67
30171614,Amundi ESG Selection Bilanciato,IT0005125049_282,549300BQED3741K4T975,Scoping according to SFDR annex template,0.1
30171614,Amundi ESG Selection Bilanciato,IT0005125049_282,549300BQED3741K4T975,Greenhouse gas emissions,918.38
30171614,Amundi ESG Selection Bilanciato,IT0005125049_282,549300BQED3741K4T975,Biodiversity,0.35
30171614,Amundi ESG Selection Bilanciato,IT0005125049_282,549300BQED3741K4T975,Water,0.18
30171614,Amundi ESG Selection Bilanciato,IT0005125049_282,549300BQED3741K4T975,Waste,0.59
30171614,Amundi ESG Selection Bilanciato,IT0005125049_282,549300BQED3741K4T975,Social and employee matters,1.73
30171614,Amundi ESG Selection Bilanciato,IT0005125049_282,549300BQED3741K4T975,Energy efficiency,0.24
30171614,Amundi ESG Selection Bilanciato,IT0005125049_282,549300BQED3741K4T975,Environmental,96.41
30171614,Amundi ESG Selection Bilanciato,IT0005125049_282,549300BQED3741K4T975,Social,9.33
30186634,Amundi ESG Selection Conservativo,IT0005125064_282,549300X5SZNLMMBY1N03,Main criterias used for a first screening of ESG related products,2.67
30186634,Amundi ESG Selection Conservativo,IT0005125064_282,549300X5SZNLMMBY1N03,Scoping according to SFDR annex template,0.1
30186634,Amundi ESG Selection Conservativo,IT0005125064_282,549300X5SZNLMMBY1N03,Greenhouse gas emissions,943.81
30186634,Amundi ESG Selection Conservativo,IT0005125064_282,549300X5SZNLMMBY1N03,Biodiversity,0.35
30186634,Amundi ESG Selection Conservativo,IT0005125064_282,549300X5SZNLMMBY1N03,Water,0.19
30186634,Amundi ESG Selection Conservativo,IT0005125064_282,549300X5SZNLMMBY1N03,Waste,0.57
30186634,Amundi ESG Selection Conservativo,IT0005125064_282,549300X5SZNLMMBY1N03,Social and employee matters,2.63
30186634,Amundi ESG Selection Conservativo,IT0005125064_282,549300X5SZNLMMBY1N03,Energy efficiency,0.27
30186634,Amundi ESG Selection Conservativo,IT0005125064_282,549300X5SZNLMMBY1N03,Environmental,101.06
30186634,Amundi ESG Selection Conservativo,IT0005125064_282,549300X5SZNLMMBY1N03,Social,9.41
30190761,Amundi ESG Selection Dinamico,IT0005125080_282,549300GZT9H1J2IMGS74,Main criterias used for a first screening of ESG related products,2.67
30190761,Amundi ESG Selection Dinamico,IT0005125080_282,549300GZT9H1J2IMGS74,Scoping according to SFDR annex template,0.1
30190761,Amundi ESG Selection Dinamico,IT0005125080_282,549300GZT9H1J2IMGS74,Greenhouse gas emissions,394.81
30190761,Amundi ESG Selection Dinamico,IT0005125080_282,549300GZT9H1J2IMGS74,Biodiversity,0.52
30190761,Amundi ESG Selection Dinamico,IT0005125080_282,549300GZT9H1J2IMGS74,Water,0.27
30190761,Amundi ESG Selection Dinamico,IT0005125080_282,549300GZT9H1J2IMGS74,Waste,0.71
30190761,Amundi ESG Selection Dinamico,IT0005125080_282,549300GZT9H1J2IMGS74,Social and employee matters,1.75
30190761,Amundi ESG Selection Dinamico,IT0005125080_282,549300GZT9H1J2IMGS74,Energy efficiency,0.32
30190761,Amundi ESG Selection Dinamico,IT0005125080_282,549300GZT9H1J2IMGS74,Environmental,95.2
30190761,Amundi ESG Selection Dinamico,IT0005125080_282,549300GZT9H1J2IMGS74,Social,9.26
34284787,Amundi Impegno Italia,IT0005189128_282,529900LXP1DJMGIEOO27,Main criterias used for a first screening of ESG related products,2.67
34284787,Amundi Impegno Italia,IT0005189128_282,529900LXP1DJMGIEOO27,Scoping according to SFDR annex template,0.2
34284787,Amundi Impegno Italia,IT0005189128_282,529900LXP1DJMGIEOO27,Greenhouse gas emissions,1121.4
34284787,Amundi Impegno Italia,IT0005189128_282,529900LXP1DJMGIEOO27,Biodiversity,0.63
34284787,Amundi Impegno Italia,IT0005189128_282,529900LXP1DJMGIEOO27,Water,0.36
34284787,Amundi Impegno Italia,IT0005189128_282,529900LXP1DJMGIEOO27,Waste,1.16
34284787,Amundi Impegno Italia,IT0005189128_282,529900LXP1DJMGIEOO27,Social and employee matters,2.1
34284787,Amundi Impegno Italia,IT0005189128_282,529900LXP1DJMGIEOO27,Energy efficiency,0.46
34284787,Amundi Impegno Italia,IT0005189128_282,529900LXP1DJMGIEOO27,Social,0.16
35912424,Amundi Obbligazionario Breve Termine,IT0005243263_282,529900DT4NGJ6I181187,Main criterias used for a first screening of ESG related products,2.69
35912424,Amundi Obbligazionario Breve Termine,IT0005243263_282,529900DT4NGJ6I181187,Scoping according to SFDR annex template,0.05
35912424,Amundi Obbligazionario Breve Termine,IT0005243263_282,529900DT4NGJ6I181187,Greenhouse gas emissions,123.52
35912424,Amundi Obbligazionario Breve Termine,IT0005243263_282,529900DT4NGJ6I181187,Biodiversity,0.22
35912424,Amundi Obbligazionario Breve Termine,IT0005243263_282,529900DT4NGJ6I181187,Water,0.14
35912424,Amundi Obbligazionario Breve Termine,IT0005243263_282,529900DT4NGJ6I181187,Waste,0.29
35912424,Amundi Obbligazionario Breve Termine,IT0005243263_282,529900DT4NGJ6I181187,Social and employee matters,0.44
35912424,Amundi Obbligazionario Breve Termine,IT0005243263_282,529900DT4NGJ6I181187,Energy efficiency,0.2
35912424,Amundi Obbligazionario Breve Termine,IT0005243263_282,529900DT4NGJ6I181187,Environmental,90.43
35912424,Amundi Obbligazionario Breve Termine,IT0005243263_282,529900DT4NGJ6I181187,Social,8.94
35912444,Amundi Impegno Italia,IT0005243289_282,529900LXP1DJMGIEOO27,Main criterias used for a first screening of ESG related products,2.67
35912444,Amundi Impegno Italia,IT0005243289_282,529900LXP1DJMGIEOO27,Scoping according to SFDR annex template,0.2
35912444,Amundi Impegno Italia,IT0005243289_282,529900LXP1DJMGIEOO27,Greenhouse gas emissions,1121.4
35912444,Amundi Impegno Italia,IT0005243289_282,529900LXP1DJMGIEOO27,Biodiversity,0.63
35912444,Amundi Impegno Italia,IT0005243289_282,529900LXP1DJMGIEOO27,Water,0.36
35912444,Amundi Impegno Italia,IT0005243289_282,529900LXP1DJMGIEOO27,Waste,1.16
35912444,Amundi Impegno Italia,IT0005243289_282,529900LXP1DJMGIEOO27,Social and employee matters,2.1
35912444,Amundi Impegno Italia,IT0005243289_282,529900LXP1DJMGIEOO27,Energy efficiency,0.46
35912444,Amundi Impegno Italia,IT0005243289_282,529900LXP1DJMGIEOO27,Social,0.16
36294771,Amundi Valore Italia PIR,IT0005241440_282,549300IMUV88H7EUCC35,Main criterias used for a first screening of ESG related products,2.67
36294771,Amundi Valore Italia PIR,IT0005241440_282,549300IMUV88H7EUCC35,Scoping according to SFDR annex template,0.05
36294771,Amundi Valore Italia PIR,IT0005241440_282,549300IMUV88H7EUCC35,Greenhouse gas emissions,1255.02
36294771,Amundi Valore Italia PIR,IT0005241440_282,549300IMUV88H7EUCC35,Biodiversity,0.54
36294771,Amundi Valore Italia PIR,IT0005241440_282,549300IMUV88H7EUCC35,Water,0.29
36294771,Amundi Valore Italia PIR,IT0005241440_282,549300IMUV88H7EUCC35,Waste,1.29
